,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CURSOS ASESOR 04,Estado registro,,,,Estado certificado,COUNTA de Estado certificado,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,Método de pago,,05/03/2026,06/03/2026,11/03/2026,12/03/2026,13/03/2026,14/03/2026,16/03/2026,17/03/2026,18/03/2026,20/03/2026,21/03/2026,23/03/2026,24/03/2026,25/03/2026,26/03/2026,27/03/2026,28/03/2026,30/03/2026,31/03/2026,01/04/2026,02/04/2026,04/04/2026,06/04/2026,07/04/2026,08/04/2026,09/04/2026,10/04/2026,11/04/2026,13/04/2026,14/04/2026,15/04/2026,16/04/2026,17/04/2026,18/04/2026,19/04/2026,20/04/2026,21/04/2026,22/04/2026,23/04/2026,24/04/2026,25/04/2026,27/04/2026,28/04/2026,29/04/2026,30/04/2026,01/05/2026,02/05/2026,04/05/2026,05/05/2026,06/05/2026,07/05/2026,08/05/2026,09/05/2026,10/05/2026,11/05/2026,12/05/2026,13/05/2026,14/05/2026,15/05/2026,16/05/2026,17/05/2026,18/05/2026,19/05/2026,20/05/2026,21/05/2026,22/05/2026,23/05/2026,25/05/2026,26/05/2026,27/05/2026,28/05/2026,29/05/2026,30/05/2026,31/05/2026,01/06/2026,02/06/2026,03/06/2026,04/06/2026,05/06/2026,06/06/2026,07/06/2026,08/06/2026,09/06/2026,10/06/2026,11/06/2026,12/06/2026,14/06/2026,18/06/2026,Suma total
,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,0
,,,,,,,,,,,,BBVA Jeferson,,,,,,,,,,,,,,,,,,,,,,,275,,,,,,,,,,175,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,450
,,,,,,,,,,,,BCP Jeferson,,,,,,,,,,,,,,,,,,,,,,,,,,,100,,372,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,295,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,867
,,,,,,,,,,,,BCP MARIELA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,750,,,,,,,,,,,,,,,,,,,,,750
,,,,,,,,,,,,EFECTIVO,,,,,,,,,,,,150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,280,,,,,,,,,,,,,,,430
,,,,,,,,,,,,GUAYAQUIL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,118,595,662,"310,25",,,,,59,,,,,,,,,,,,59,,,,,,40,,,,,858,,"68,2","579,7",30,,,,,,,,,,,,,,,,,,,,,,,"3379,15"
,,,,,,,,,,,,INTERBANK,,,,,3186,,,,,,,,,,,,,,,,400,,,450,,,,,,,,,,,,,,60,,,59,,,,,,,,,,,,1200,,,,,,,,,,,"206,5",,,,,,100,900,,,,,,,,,"356,95",,,944,,,,236,,,"8098,45"
,,,,,,,,,,,,NEQUI,,,,,,,,,,,,,,,,,,,,,,,,,,64,,,,,,59,,,,,59,,,,,,,,67,67,,,,,,,,,,,,,,,,,,,,140,,,,,,,,,,,,,,,,,,,,,,,,456
,,,,,,,,,,,,PAYPAL,,,,,103,,103,,,,,,,,67,,,,,,67,,,,,67,,,,200,,,59,,,,177,127,,,"121,6",,134,,,,"280,8",67,,,,,,20,,297,,,,,,,"68,6",,,,,,"68,2",,20,,,,,,20,20,,,20,20,,,,60,,,,"2187,2"
,,,,,,,,,,,,PICHINCHA ,,,,,,67,67,,,,,,,,,67,,,67,,134,,,,,,,,,68,59,59,"502,5",,,118,177,59,,578,,,,"150,2","70,4",68,,,,,,79,,,59,,59,,,"307,8",,,"1241,7",140,40,,,,,,,,,,,,,,,,,,20,,,,,,,"4257,6"
,,,,,,,,,,,,WESTERN,,,,,,,,,,,,,,,,,,,,,,,67,,,,,67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,134
,,,,,,,,,,,,YAPE DAYSI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200,,,,,20,,,,,100,498,100,,400,200,,450,170,,,,,450,450,430,1000,675,700,,,,109,,,,100,300,100,100,1000,459,,,,,,150,,,,118,,,409,100,,8788
,,,,,,,,,,,,YAPE Jeferson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59
,,,,,,,,,,,,YAPE Mariela,,236,731,159,556,177,,118,250,739,118,,59,277,358,578,419,400,826,650,59,300,,,218,586,1377,218,200,472,944,590,781,985,472,177,1067,118,2208,295,118,177,,295,59,236,992,177,118,118,59,177,118,118,250,699,413,59,159,59,,59,350,180,59,177,,225,295,,,59,59,100,,50,799,278,277,218,236,,359,,259,544,454,,59,27215
